id,chance_of_playing_next_round,chance_of_playing_this_round,dreamteam_count,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,now_cost,points_per_game,second_name,selected_by_percent,team,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,starts_per_90,clean_sheets_per_90,singular_name_short
1,0.0,0.0,0,0.0,0.0,0,Fábio,0.0,False,Has joined Portuguese side FC Porto on loan for the 2024/25 season,2024-08-29T11:06:25.241953Z,54,0.0,Ferreira Vieira,0.0,1,0,439,0,2394,139,0.0,0.0,Fábio Vieira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
2,100.0,100.0,0,0.3,1.3,1,Gabriel,0.3,False,,2024-08-25T11:00:05.312580Z,68,0.5,Fernando de Jesus,0.9,1,1,23355,5950,175786,4310,0.0,0.1,G.Jesus,15,0,0,0,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.28,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,FWD
3,,,1,7.7,8.7,15,Gabriel,7.7,True,,,60,7.2,dos Santos Magalhães,13.0,1,29,311811,127368,351207,27008,1.3,4.8,Gabriel,360,1,0,3,1,0,0,0,1,0,0,4,4,0.51,0.05,0.56,4.32,0.13,0.0,0.01,0.14,1.08,0.25,1.0,0.75,DEF
4,,,1,4.0,5.0,2,Kai,4.0,False,,,81,6.0,Havertz,17.2,1,24,1036954,76521,748664,128822,0.5,3.0,Havertz,360,2,1,3,1,0,0,0,0,0,0,5,4,1.57,0.12,1.69,4.32,0.39,0.0,0.03,0.42,1.08,0.25,1.0,0.75,FWD
5,0.0,0.0,0,0.0,0.0,0,Karl,0.0,False,Loaned to Real Valladolid,2024-08-14T08:31:46.556082Z,40,0.0,Hein,0.0,1,0,0,0,2602,171,0.0,0.0,Hein,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP
6,,,0,4.0,5.0,5,Jurriën,4.0,False,,,55,3.2,Timber,1.2,1,13,68859,17139,52028,7069,0.7,2.4,J.Timber,268,0,0,2,1,0,0,0,2,0,0,0,3,0.07,0.05,0.12,3.56,0.02,0.0,0.02,0.04,1.2,0.34,1.01,0.67,DEF
7,,,0,0.7,1.7,2,Jorge Luiz,0.7,False,,,49,2.0,Frello Filho,0.3,1,2,12544,1900,21207,1798,0.1,0.4,Jorginho,90,0,0,1,0,0,0,0,1,0,0,0,1,0.00,0.00,0.00,0.74,0.0,0.0,0.0,0.0,0.74,0.0,1.0,1.0,MID
8,,,0,0.0,1.0,0,Jakub,0.0,False,,,49,0.0,Kiwior,0.1,1,0,2534,326,10397,867,0.0,0.0,Kiwior,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
9,,,0,2.3,3.3,3,Gabriel,2.3,False,,,69,2.5,Martinelli Silva,1.9,1,10,56943,5319,168567,14048,0.3,1.4,Martinelli,249,0,0,3,0,0,0,0,0,0,0,0,3,0.25,0.74,0.99,2.85,0.09,0.0,0.27,0.36,1.03,0.0,1.08,1.08,MID
12,,,0,0.3,1.3,1,Ethan,0.3,False,,,45,1.0,Nwaneri,0.3,1,1,17093,2770,14025,1787,0.1,0.2,Nwaneri,4,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.09,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,MID
13,0.0,50.0,0,0.0,1.1,0,Martin,1.3,False,Ankle injury - Unknown return date,2024-09-10T00:30:06.311550Z,83,2.3,Ødegaard,5.8,1,7,98443,828,1079004,135013,0.2,0.8,Ødegaard,253,0,0,2,1,0,0,0,1,0,0,0,3,0.46,0.74,1.20,2.93,0.16,0.0,0.26,0.42,1.04,0.36,1.07,0.71,MID
15,,,1,7.0,8.0,9,David,7.0,True,,,55,7.2,Raya Martin,28.1,1,29,730872,89397,524836,58915,1.3,5.3,Raya,360,0,0,3,1,0,0,0,1,0,14,6,4,0.00,0.01,0.01,4.32,0.0,3.5,0.0,0.0,1.08,0.25,1.0,0.75,GKP
16,100.0,0.0,0,0.0,0.0,0,Declan,0.0,False,,2024-08-31T21:00:04.536499Z,63,1.0,Rice,3.0,1,3,55043,7233,397812,14996,0.0,0.5,Rice,222,0,0,2,1,0,0,0,1,1,0,0,3,0.19,0.19,0.38,1.68,0.08,0.0,0.08,0.16,0.68,0.41,1.22,0.81,MID
17,100.0,,1,6.3,7.3,7,Bukayo,6.3,True,,2024-09-15T23:00:06.002662Z,100,7.8,Saka,29.2,1,31,879031,66450,1107559,162570,0.6,3.1,Saka,341,1,4,3,1,0,0,0,1,0,0,4,4,1.40,1.02,2.42,4.05,0.37,0.0,0.27,0.64,1.07,0.26,1.06,0.79,MID
18,,,0,4.3,5.3,5,William,4.3,False,,,60,4.8,Saliba,36.0,1,19,384212,30956,786319,100794,0.7,3.2,Saliba,360,0,0,3,1,0,0,0,1,0,0,0,4,0.00,0.03,0.03,4.32,0.0,0.0,0.01,0.01,1.08,0.25,1.0,0.75,DEF
20,,,0,5.0,6.0,3,Thomas,5.0,False,,,50,4.5,Partey,1.5,1,18,175058,11507,71260,11909,1.0,3.6,Thomas,360,1,0,3,1,0,0,0,1,0,0,3,4,0.16,0.21,0.37,4.32,0.04,0.0,0.05,0.09,1.08,0.25,1.0,0.75,MID
21,0.0,0.0,0,0.0,0.0,0,Kieran,0.0,False,Hamstring injury - Unknown return date,2024-08-12T14:30:04.394338Z,44,0.0,Tierney,0.0,1,0,293,34,3321,178,0.0,0.0,Tierney,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
22,0.0,0.0,0,0.0,0.0,0,Tomiyasu,0.0,False,Knee injury - Unknown return date,2024-08-12T14:30:04.404182Z,48,0.0,Takehiro,0.0,1,0,296,44,5273,256,0.0,0.0,Tomiyasu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
23,,,0,3.7,4.7,3,Leandro,3.7,False,,,69,3.0,Trossard,1.8,1,12,77172,7068,128644,12861,0.5,1.7,Trossard,172,1,0,1,1,0,0,0,0,0,0,1,2,0.26,0.13,0.39,1.85,0.14,0.0,0.07,0.21,0.97,0.52,1.05,0.52,MID
24,,,0,4.7,5.7,6,Benjamin,4.7,False,,,65,5.0,White,8.2,1,20,91909,8296,299258,33505,0.7,3.1,White,360,0,0,3,1,0,0,0,0,0,0,0,4,0.11,0.09,0.20,4.32,0.03,0.0,0.02,0.05,1.08,0.25,1.0,0.75,DEF
25,50.0,,0,0.1,1.3,0,Oleksandr,0.3,False,Calf injury - 50% chance of playing,2024-09-15T23:00:06.018330Z,49,3.5,Zinchenko,1.9,1,7,73585,1146,181259,30609,0.1,1.4,Zinchenko,78,0,0,1,0,0,0,0,0,0,0,0,1,0.00,0.04,0.04,0.60,0.0,0.0,0.05,0.05,0.69,0.0,1.15,1.15,DEF
73,,,0,1.0,2.0,0,Norberto,1.0,False,,,44,3.5,Murara Neto,1.6,1,7,51718,849,128826,16299,0.2,1.6,Neto,180,0,0,0,2,0,0,0,0,0,11,0,2,0.00,0.00,0.00,2.91,0.0,5.5,0.0,0.0,1.46,1.0,1.0,0.0,GKP
186,,,0,0.3,1.3,1,Raheem,0.3,False,,,68,1.0,Sterling,1.2,1,1,30167,3140,96357,6486,0.0,0.1,Sterling,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.13,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,MID
578,100.0,50.0,0,0.7,0.8,0,Riccardo,0.7,False,,2024-09-08T23:00:07.138595Z,58,1.0,Calafiori,1.3,1,2,12399,391,144174,14890,0.1,0.3,Calafiori,42,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,1.05,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,DEF
597,,,0,0.0,1.0,0,Myles,0.0,False,,,45,0.0,Lewis-Skelly,0.1,1,0,3578,373,2800,340,0.0,0.0,Lewis-Skelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
633,0.0,0.0,0,0.0,0.0,0,Mikel,0.0,False,Shoulder injury - Unknown return date,2024-08-30T13:30:05.886390Z,60,0.0,Merino,0.0,1,0,1556,71,1301,118,0.0,0.0,Merino,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
638,,,0,0.0,1.0,0,Salah-Eddine,0.0,False,,,45,0.0,Oulad M'hand,0.0,1,0,971,206,350,143,0.0,0.0,Oulad M'hand,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
639,,,0,0.0,1.0,0,Tommy,0.0,False,,,45,0.0,Setford,0.0,1,0,362,124,188,108,0.0,0.0,Setford,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP
657,,,0,1.0,2.0,0,Maldini,0.0,False,,,40,0.0,Kacurri,0.0,1,0,823,823,118,118,0.0,0.0,Kacurri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
658,,,0,1.0,2.0,0,Ayden,0.0,False,,,40,0.0,Heaven,0.0,1,0,516,516,70,70,0.0,0.0,Heaven,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
659,,,0,1.1,2.1,0,Ismeal,0.0,False,,,45,0.0,Kabia,0.0,1,0,220,220,38,38,0.0,0.0,Kabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
28,100.0,50.0,0,1.0,0.5,0,Leon,1.0,False,,2024-08-31T21:00:04.558025Z,64,1.3,Bailey,1.4,2,4,84779,2172,297634,19909,0.2,0.6,Bailey,178,0,0,0,3,0,0,0,1,0,0,0,3,0.25,0.24,0.49,2.26,0.13,0.0,0.12,0.25,1.14,1.52,1.52,0.0,MID
29,,,0,2.0,2.0,4,Ross,2.0,False,,,53,2.0,Barkley,0.5,2,6,7944,1355,44651,2528,0.4,1.1,Barkley,87,0,1,0,2,0,0,0,0,0,0,0,0,0.05,0.10,0.15,0.89,0.05,0.0,0.1,0.15,0.92,2.07,0.0,0.0,MID
30,0.0,0.0,0,0.0,0.0,0,Enzo,0.0,False,Loaned to Valencia CF,2024-08-31T06:33:47.934620Z,49,0.0,Barrenechea,0.0,2,0,872,0,4235,316,0.0,0.0,Barrenechea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
31,,,0,0.3,0.3,1,Emiliano,0.3,False,,,54,1.0,Buendía Stati,0.1,2,1,2469,327,7955,615,0.1,0.2,Buendia,6,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.01,0.01,0.09,0.0,0.0,0.15,0.15,1.35,0.0,0.0,0.0,MID
32,0.0,0.0,0,0.0,0.0,0,Matty,0.3,False,Hamstring injury - Expected back 29 Sep,2024-08-24T21:30:05.205042Z,44,1.5,Cash,1.5,2,3,38896,255,204685,16639,0.1,0.7,Cash,96,0,0,0,1,0,0,0,0,0,0,0,2,0.00,0.01,0.01,1.53,0.0,0.0,0.01,0.01,1.43,0.94,1.88,0.0,DEF
33,0.0,0.0,0,0.0,0.0,0,Leander,0.0,False,On loan to Anderlecht for the rest of the season,2024-09-02T10:45:36.198316Z,45,0.0,Dendoncker,0.6,2,0,18187,0,56602,8405,0.0,0.0,Dendoncker,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
34,0.0,0.0,0,0.0,0.0,0,Moussa,0.0,False,Permanent transfer to Al Ittihad,2024-07-26T08:50:40.300928Z,65,0.0,Diaby,0.0,2,0,0,0,2989,89,0.0,0.0,Diaby,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
35,100.0,50.0,0,0.0,0.0,0,Diego Carlos,0.0,False,,2024-08-30T15:00:05.616651Z,45,0.0,Santos Silva,0.4,2,0,10200,1810,37213,1706,0.0,0.0,Diego Carlos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
36,,,1,4.3,4.3,4,Lucas,4.3,False,,,46,3.8,Digne,7.4,2,15,619936,114532,135327,16468,0.9,3.3,Digne,306,0,2,0,5,0,0,0,0,0,0,2,4,0.00,0.94,0.94,3.00,0.0,0.0,0.28,0.28,0.88,1.47,1.18,0.0,DEF
37,0.0,0.0,0,0.0,0.0,0,Lewis,0.0,False,Permanent transfer to West Bromwich Albion,2024-08-07T08:21:33.016106Z,50,0.0,Dobbin,0.0,2,0,0,0,220,12,0.0,0.0,Dobbin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
38,,,0,4.7,4.7,6,Jhon,4.7,False,,,61,5.0,Durán,3.2,2,20,330075,169004,73817,16826,0.8,3.3,Duran,103,3,0,0,3,0,0,0,1,0,0,5,0,1.04,0.14,1.18,2.19,0.91,0.0,0.12,1.03,1.91,2.62,0.0,0.0,FWD
39,,,0,0.0,0.0,0,Joe,0.0,False,,,40,0.0,Gauci,0.9,2,0,39381,2216,19257,2514,0.0,0.0,Gauci,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP
40,,,0,0.0,0.0,0,Kortney,0.0,False,,,40,0.0,Hause,0.7,2,0,24605,1931,22462,2853,0.0,0.0,Hause,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
41,0.0,0.0,0,0.0,0.0,0,Samuel,0.0,False,Season long loan to Bologna,2024-08-29T11:07:04.555253Z,54,0.0,Iling-Junior,0.0,2,0,342,0,5701,394,0.0,0.0,Iling Jr,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
42,25.0,50.0,0,0.0,0.0,0,Boubacar,0.0,False,Knee injury - 25% chance of playing,2024-07-17T13:30:04.954579Z,50,0.0,Kamara,0.0,2,0,155,31,244,35,0.0,0.0,Kamara,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
43,0.0,0.0,0,0.0,0.0,0,Kaine,0.0,False,Has joined Preston North End for the rest of the season,2024-08-09T11:14:21.895838Z,40,0.0,Kesler-Hayden,0.0,2,0,0,0,1130,77,0.0,0.0,Kesler-Hayden,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
44,,,0,1.3,1.3,1,Ezri,1.3,False,,,45,1.5,Konsa Ngoyo,13.0,2,6,449100,28196,366914,43370,0.3,1.3,Konsa,360,0,0,0,6,0,0,0,0,0,0,0,4,0.07,0.03,0.10,4.68,0.02,0.0,0.01,0.03,1.17,1.5,1.0,0.0,DEF
45,,,0,1.0,1.0,1,Ian,1.0,False,,,49,1.0,Maatsen,2.4,2,4,42544,4118,167143,18817,0.2,0.8,Maatsen,62,0,0,0,1,0,0,0,0,0,0,0,0,0.01,0.53,0.54,1.72,0.01,0.0,0.77,0.78,2.5,1.45,0.0,0.0,DEF
46,0.0,0.0,0,0.0,0.0,0,Filip,0.0,False,Has joined MK Dons for the rest of the season,2024-07-18T09:50:40.812599Z,40,0.0,Marschall,0.0,2,0,0,0,44,4,0.0,0.0,Marschall,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP
47,,,0,1.0,1.0,0,Emiliano,1.0,False,,,50,1.5,Martínez Romero,13.1,2,6,376611,35680,382282,59330,0.2,1.2,Martinez,360,0,0,0,6,0,0,0,1,0,7,0,4,0.00,0.00,0.00,4.68,0.0,1.75,0.0,0.0,1.17,1.5,1.0,0.0,GKP
48,,,0,2.0,2.0,2,John,2.0,False,,,54,2.0,McGinn,1.7,2,8,40848,4727,93938,11023,0.4,1.5,McGinn,304,0,0,1,4,0,0,0,1,0,0,0,4,0.48,0.35,0.83,2.90,0.14,0.0,0.1,0.24,0.86,1.18,1.18,0.3,MID
49,25.0,50.0,0,0.0,0.0,0,Tyrone,0.0,False,Knee injury - 25% chance of playing,2024-08-05T15:00:04.309727Z,44,0.0,Mings,0.0,2,0,720,146,4241,302,0.0,0.0,Mings,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
50,,,0,0.7,0.7,0,Kosta,0.7,False,,,40,1.0,Nedeljković,1.9,2,3,225358,3738,86046,14369,0.2,0.8,Nedeljkovic,93,0,0,0,2,0,0,0,0,0,0,0,0,0.00,0.02,0.02,1.84,0.0,0.0,0.02,0.02,1.78,1.94,0.0,0.0,DEF
51,100.0,100.0,0,0.0,0.0,0,Robin,0.0,False,,2024-08-12T14:30:04.425331Z,45,0.0,Olsen,0.1,2,0,1932,390,3649,548,0.0,0.0,Olsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP
52,,,0,1.3,1.3,1,Pau,1.3,False,,,45,1.5,Torres,2.3,2,6,157231,7745,71325,9251,0.3,1.3,Pau,360,0,0,0,6,0,0,0,0,0,0,0,4,0.00,0.06,0.06,4.68,0.0,0.0,0.02,0.02,1.17,1.5,1.0,0.0,DEF
53,,,0,1.7,1.7,2,Jacob,1.7,False,,,55,2.2,Ramsey,0.4,2,9,23936,5192,18669,2827,0.3,1.6,Ramsey,184,0,1,0,5,0,0,0,0,0,0,0,1,0.41,0.76,1.17,2.75,0.2,0.0,0.37,0.57,1.35,2.45,0.49,0.0,MID
54,,,0,2.0,2.0,2,Morgan,2.0,False,,,51,2.0,Rogers,15.8,2,8,1093655,61458,342874,59414,0.4,1.6,Rogers,360,0,0,0,6,0,0,0,0,0,0,0,4,0.55,0.39,0.94,4.68,0.14,0.0,0.1,0.24,1.17,1.5,1.0,0.0,MID
55,0.0,0.0,0,0.0,0.0,0,Viljami,0.0,False,Permanent transfer to Celtic,2024-07-18T09:43:21.242291Z,40,0.0,Sinisalo,0.0,2,0,0,0,37,1,0.0,0.0,Sinisalo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP
56,0.0,0.0,0,0.0,0.0,0,Lino,0.0,False,Loaned to  Bristol Rovers,2024-08-16T11:50:34.812830Z,40,0.0,da Cruz Sousa,0.1,2,0,0,0,13407,664,0.0,0.0,Sousa,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
57,,,0,1.7,1.7,2,Youri,1.7,False,,,55,3.0,Tielemans,1.3,2,12,100195,13139,59888,9095,0.3,2.2,Tielemans,360,0,1,0,6,0,0,0,1,0,0,2,4,0.18,1.00,1.18,4.68,0.04,0.0,0.25,0.29,1.17,1.5,1.0,0.0,MID
58,100.0,100.0,1,6.7,6.7,13,Ollie,6.7,False,,2024-09-04T10:00:05.026467Z,89,5.5,Watkins,25.9,2,22,816991,351296,1646586,71470,0.8,2.5,Watkins,268,2,1,2,3,0,0,0,0,0,0,3,4,2.76,0.08,2.84,2.62,0.93,0.0,0.03,0.96,0.88,1.01,1.34,0.67,FWD
233,,,0,3.7,3.7,1,Amadou,3.7,False,,,51,5.2,Onana,11.9,2,21,1204759,128292,237670,54683,0.7,4.1,Onana,271,2,0,1,4,0,0,0,2,0,0,5,4,1.11,0.08,1.19,3.79,0.37,0.0,0.03,0.4,1.26,1.33,1.33,0.33,MID
569,100.0,75.0,0,0.3,0.2,1,Jaden,0.3,False,,2024-08-31T21:00:04.936636Z,53,0.5,Philogene,0.1,2,1,806,120,4790,229,0.1,0.2,Jaden,17,0,0,0,0,0,0,0,1,0,0,0,0,0.07,0.01,0.08,1.15,0.37,0.0,0.05,0.42,6.09,0.0,0.0,0.0,MID
598,,,0,0.7,0.7,1,Lamare,0.7,False,,,40,1.0,Bogarde,0.4,2,2,33791,8358,11444,1986,0.2,0.5,Bogarde,168,0,0,0,3,0,0,0,1,0,0,0,2,0.00,0.08,0.08,1.30,0.0,0.0,0.04,0.04,0.7,1.61,1.07,0.0,DEF
640,,,0,0.0,0.0,0,Sil,0.0,False,,,40,0.0,Swinkels,0.0,2,0,2965,660,794,354,0.0,0.0,Swinkels,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
641,,,0,0.0,0.0,0,Oliwier,0.0,False,,,40,0.0,Zych,0.3,2,0,26357,6432,4015,1531,0.0,0.0,Zych,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP
656,,,0,1.1,1.1,0,Kadan,0.0,False,,,45,0.0,Young,0.1,2,0,10990,10990,1674,1674,0.0,0.0,Young,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
59,,,0,-0.5,0.0,0,Max,0.0,False,,,44,0.0,Aarons,0.2,3,0,4845,344,11526,1125,0.0,0.0,Aarons,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
60,0.0,0.0,0,0.0,0.0,0,Tyler,0.0,False,Back injury - Unknown return date,2024-07-21T20:00:04.554690Z,50,0.0,Adams,0.0,3,0,225,33,532,46,0.0,0.0,Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
61,0.0,0.0,0,0.0,0.0,0,Jaidon,0.0,False,Season long loan to Burnley,2024-08-30T09:46:29.420148Z,45,0.0,Anthony,0.3,3,0,8381,0,29609,2926,0.0,0.0,Anthony,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
62,100.0,100.0,0,-0.5,0.0,0,David,0.0,False,,2024-08-12T14:30:04.440536Z,49,0.0,Brooks,0.0,3,0,369,203,704,64,0.0,0.0,Brooks,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
63,,,0,1.5,2.0,2,Ryan,2.0,False,,,49,1.8,Christie,0.2,3,7,9574,919,11660,1499,0.4,1.4,Christie,222,0,0,2,2,0,0,0,2,0,0,0,3,0.08,0.12,0.20,2.71,0.03,0.0,0.05,0.08,1.1,0.81,1.22,0.81,MID
64,,,0,2.8,3.3,1,Lewis,3.3,False,,,50,2.8,Cook,0.1,3,11,7165,937,4842,897,0.7,2.2,Cook,353,1,0,0,5,0,0,0,2,0,0,0,4,0.23,0.54,0.77,5.40,0.06,0.0,0.14,0.2,1.38,1.27,1.02,0.0,MID
65,100.0,75.0,0,-0.2,0.2,1,Enes,0.3,False,,2024-08-12T14:30:04.450058Z,54,1.0,Ünal,0.0,3,1,965,448,2381,157,0.1,0.2,Enes Ünal,7,0,0,0,1,0,0,0,0,0,0,0,0,0.08,0.04,0.12,0.30,1.03,0.0,0.51,1.54,3.86,12.86,0.0,0.0,FWD
66,0.0,0.0,0,0.0,0.0,0,Romain,0.0,False,Loaned to Brest,2024-08-20T12:15:06.505689Z,50,0.0,Faivre,0.0,3,0,23,0,1240,59,0.0,0.0,Faivre,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
67,0.0,0.0,0,0.0,0.0,0,Hamed,0.0,False,Season long loan to A.J.Auxerre,2024-08-29T11:07:43.785266Z,45,0.0,Traorè,0.1,3,0,3525,0,12963,1147,0.0,0.0,H.Traorè,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
68,,,0,-0.5,0.0,0,James,0.0,False,,,40,0.0,Hill,0.4,3,0,10510,1027,12578,1428,0.0,0.0,Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
69,0.0,0.0,0,0.0,0.0,0,Daniel,0.3,False,Loaned to Watford,2024-08-31T06:32:40.630710Z,45,1.0,Jebbison,2.9,3,2,380085,0,287731,31594,0.1,0.4,Jebbison,26,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.34,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,FWD
70,,,0,1.2,1.7,2,Milos,1.7,False,,,45,1.5,Kerkez,0.4,3,6,10727,1398,17697,2016,0.4,1.3,Kerkez,335,0,0,0,5,0,0,0,1,0,0,0,4,0.08,0.08,0.16,5.40,0.02,0.0,0.02,0.04,1.45,1.34,1.07,0.0,DEF
71,,,0,2.8,3.3,2,Justin,3.3,False,,,54,2.5,Kluivert,0.3,3,10,10500,1597,22100,2290,0.6,1.9,Kluivert,261,0,1,2,2,0,0,0,2,0,0,0,3,0.43,0.44,0.87,3.31,0.15,0.0,0.15,0.3,1.14,0.69,1.03,0.69,MID
72,0.0,0.0,0,0.0,0.0,0,Chris,0.0,False,On loan to Sunderland for the season,2024-09-01T09:10:00.945219Z,44,0.0,Mepham,0.0,3,0,287,0,4299,490,0.0,0.0,Mepham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
