id,chance_of_playing_next_round,chance_of_playing_this_round,dreamteam_count,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,now_cost,points_per_game,second_name,selected_by_percent,team,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,starts_per_90,clean_sheets_per_90,singular_name_short
74,50.0,0.0,0,0.6,0.0,0,Dango,1.7,False,Ankle injury - 50% chance of playing,2024-09-13T18:00:06.517398Z,50,2.3,Ouattara,0.0,3,7,1036,19,1852,531,0.3,1.4,O.Dango,110,0,1,0,2,0,0,0,0,0,0,0,1,0.48,0.79,1.27,2.31,0.39,0.0,0.65,1.04,1.89,1.64,0.82,0.0,MID
75,0.0,0.0,0,0.0,0.0,0,Alex,0.0,False,Loaned to Auckland FC,2024-08-10T12:14:13.050842Z,40,0.0,Paulsen,0.0,3,0,0,0,1426,113,0.0,0.0,Paulsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP
76,100.0,100.0,0,-0.2,0.3,1,Philip,0.3,False,,2024-08-29T09:30:04.570455Z,48,1.0,Billing,0.1,3,2,2102,1139,4261,435,0.1,0.4,Philip,21,0,0,0,1,0,0,0,0,0,0,0,0,0.00,0.09,0.09,0.58,0.0,0.0,0.39,0.39,2.49,4.29,0.0,0.0,MID
77,,,0,0.5,1.0,1,Alex,1.0,False,,,49,1.2,Scott,0.0,3,5,1202,135,2496,275,0.2,1.0,Scott,134,0,0,0,3,0,0,0,0,0,0,0,1,0.02,0.03,0.05,2.96,0.01,0.0,0.02,0.03,1.99,2.01,0.67,0.0,MID
78,,,0,3.5,4.0,1,Antoine,4.0,False,,,56,5.0,Semenyo,6.1,3,20,685677,58160,224621,40796,0.7,3.6,Semenyo,360,2,1,0,5,0,0,0,2,0,0,1,4,1.31,1.33,2.64,5.66,0.33,0.0,0.33,0.66,1.42,1.25,1.0,0.0,MID
79,,,0,0.5,1.0,1,Marcos,1.0,False,,,49,1.0,Senesi,0.6,3,3,11370,930,45879,4088,0.2,0.6,Senesi,256,0,0,0,4,0,0,0,2,0,0,0,3,0.00,0.09,0.09,4.28,0.0,0.0,0.03,0.03,1.5,1.41,1.05,0.0,DEF
80,,,1,3.8,4.3,1,Luis,4.3,False,,,50,3.8,Sinisterra,0.5,3,15,49210,4993,22949,4944,0.9,3.0,Sinisterra,128,1,1,0,3,0,0,0,0,0,0,2,1,0.65,0.31,0.96,2.63,0.46,0.0,0.22,0.68,1.85,2.11,0.7,0.0,MID
81,,,0,1.8,2.3,5,Adam,2.3,False,,,45,2.2,Smith,0.2,3,9,3733,1147,6112,635,0.5,2.0,Smith,153,0,0,1,1,0,0,0,1,0,0,0,2,0.00,0.01,0.01,1.63,0.0,0.0,0.01,0.01,0.96,0.59,1.18,0.59,DEF
83,,,0,4.2,4.7,3,Marcus,4.7,False,,,55,4.0,Tavernier,0.3,3,16,30512,6464,18887,3129,0.9,2.9,Tavernier,346,1,0,1,4,0,0,0,0,0,0,2,4,2.02,0.64,2.66,5.31,0.53,0.0,0.17,0.7,1.38,1.04,1.04,0.26,MID
84,,,0,0.2,0.7,2,Mark,0.7,False,,,44,2.0,Travers,0.2,3,2,1975,498,5455,549,0.2,0.5,Travers,90,0,0,0,1,0,0,0,0,0,2,0,1,0.00,0.00,0.00,0.78,0.0,2.0,0.0,0.0,0.78,1.0,1.0,0.0,GKP
85,,,0,1.2,1.7,2,Illia,1.7,False,,,45,1.8,Zabarnyi,0.4,3,7,10105,553,16367,1785,0.4,1.6,Zabarnyi,360,0,0,0,5,0,0,0,0,0,0,0,4,0.19,0.04,0.23,5.66,0.05,0.0,0.01,0.06,1.42,1.25,1.0,0.0,DEF
152,100.0,0.0,0,0.5,0.0,0,Kepa,1.0,False,,2024-09-05T11:30:06.382154Z,45,3.0,Arrizabalaga,0.5,3,3,34333,2585,26995,2355,0.2,0.7,Arrizabalaga,90,0,0,0,2,0,0,0,0,0,6,0,1,0.00,0.00,0.00,1.97,0.0,6.0,0.0,0.0,1.97,2.0,1.0,0.0,GKP
580,,,0,-0.2,0.3,0,Dean,0.3,False,,,45,1.5,Huijsen,0.1,3,3,2004,76,4439,623,0.1,0.7,Huijsen,103,0,0,0,1,0,0,0,0,0,0,0,1,0.00,0.01,0.01,1.38,0.0,0.0,0.01,0.01,1.21,0.87,0.87,0.0,DEF
592,,,0,0.8,1.3,1,Julián,1.3,False,,,45,1.2,Araujo Zúñiga,0.2,3,5,6276,396,8475,1082,0.3,1.1,J.Araujo,203,0,0,0,4,0,0,0,0,0,0,0,2,0.00,0.02,0.02,4.05,0.0,0.0,0.01,0.01,1.8,1.77,0.89,0.0,DEF
599,,,0,-0.5,0.0,0,Will,0.0,False,,,40,0.0,Dennis,0.4,3,0,18488,1169,8179,861,0.0,0.0,Dennis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP
617,,,0,0.8,1.3,0,Francisco Evanilson,1.3,False,,,59,1.3,de Lima Barbosa,0.3,3,4,47489,3641,26953,5063,0.2,0.7,Evanilson,202,0,0,2,2,0,0,1,0,0,0,0,3,1.86,0.15,2.01,2.77,0.83,0.0,0.07,0.9,1.23,0.89,1.34,0.89,FWD
86,100.0,100.0,0,1.0,0.0,1,Kristoffer,1.0,False,,2024-08-31T21:00:04.615939Z,45,1.2,Ajer,0.4,4,5,17655,1061,22368,1450,0.2,1.1,Ajer,289,0,0,0,5,0,0,0,0,0,0,0,4,0.28,0.03,0.31,5.77,0.09,0.0,0.01,0.1,1.8,1.56,1.25,0.0,DEF
87,100.0,100.0,0,0.0,-1.0,0,Ethan,0.0,False,,2024-09-10T11:15:13.439596Z,45,0.0,Brierley,0.1,4,0,5939,716,4793,682,0.0,0.0,Brierley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
88,,,0,2.0,1.0,0,Nathan,2.0,False,,,45,3.0,Collins,1.1,4,12,106459,6078,52596,7557,0.4,2.7,Collins,360,0,2,0,6,0,0,0,1,0,0,1,4,0.53,0.01,0.54,7.56,0.13,0.0,0.0,0.13,1.89,1.5,1.0,0.0,DEF
89,,,0,2.0,1.0,2,Mikkel,2.0,False,,,50,1.8,Damsgaard,0.1,4,7,2110,430,3509,396,0.4,1.4,Damsgaard,204,0,0,1,3,0,0,0,0,0,0,0,2,0.23,0.37,0.60,4.67,0.1,0.0,0.16,0.26,2.06,1.32,0.88,0.44,MID
90,0.0,0.0,0,0.0,0.0,0,Josh,0.0,False,Knee injury - Unknown return date,2024-08-12T14:30:04.460316Z,49,0.0,Dasilva,0.0,4,0,118,20,721,51,0.0,0.0,Dasilva,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
91,,,0,2.7,1.7,2,Mark,2.7,False,,,45,3.0,Flekken,10.9,4,12,376129,28756,333555,35695,0.6,2.7,Flekken,360,0,0,0,6,0,0,0,0,0,22,0,4,0.00,0.01,0.01,7.56,0.0,5.5,0.0,0.0,1.89,1.5,1.0,0.0,GKP
92,0.0,0.0,0,0.0,0.0,0,Rico,0.0,False,Lack of match fitness - Expected back 28 Sep,2024-08-12T14:30:04.471299Z,44,0.0,Henry,0.0,4,0,470,32,4215,330,0.0,0.0,Henry,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
93,0.0,0.0,0,0.0,0.0,0,Aaron,0.0,False,Hamstring injury - Unknown return date,2024-08-12T14:30:04.480785Z,44,0.0,Hickey,0.0,4,0,140,13,1896,149,0.0,0.0,Hickey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
94,,,0,2.3,1.3,2,Vitaly,2.3,False,,,49,2.2,Janelt,0.2,4,9,11661,3777,9399,1447,0.5,1.8,Janelt,290,0,0,1,5,0,0,0,0,0,0,0,4,0.07,0.19,0.26,5.14,0.02,0.0,0.06,0.08,1.6,1.55,1.24,0.31,MID
95,0.0,0.0,0,0.0,0.0,0,Mathias,2.3,False,Calf injury - Expected back 19 Oct,2024-09-10T00:30:06.483560Z,54,3.0,Jensen,0.1,4,9,3787,40,11363,2523,0.4,1.7,Jensen,238,0,1,0,3,0,0,0,1,0,0,1,3,0.10,0.46,0.56,4.17,0.04,0.0,0.17,0.21,1.58,1.13,1.13,0.0,MID
96,,,0,0.0,-1.0,0,Kim,0.0,False,,,40,0.0,Ji-soo,0.2,4,0,4368,443,7967,931,0.0,0.0,Ji-soo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
97,,,0,0.0,-1.0,0,Yunus Emre,0.0,False,,,45,0.0,Konak,0.1,4,0,3233,386,3082,425,0.0,0.0,Konak,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
98,,,0,1.7,0.7,2,Keane,1.7,False,,,50,1.5,Lewis-Potter,0.1,4,6,2109,271,2791,323,0.3,1.2,Lewis-Potter,186,0,0,0,4,0,0,0,0,0,0,0,2,0.08,0.06,0.14,5.36,0.04,0.0,0.03,0.07,2.59,1.94,0.97,0.0,MID
99,,,1,5.7,4.7,2,Bryan,5.7,True,,,71,6.5,Mbeumo,9.3,4,26,817119,170074,356112,42080,0.8,3.7,Mbeumo,359,3,0,0,6,0,0,0,2,0,0,5,4,1.12,1.26,2.38,7.56,0.28,0.0,0.32,0.6,1.9,1.5,1.0,0.0,MID
100,,,0,0.0,-1.0,0,Ben,0.0,False,,,44,1.0,Mee,0.6,4,1,8612,750,36381,3836,0.0,0.2,Mee,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
101,,,0,1.7,0.7,2,Christian,1.7,False,,,49,1.8,Nørgaard,0.1,4,7,3394,491,5870,596,0.3,1.4,Nørgaard,360,0,0,0,6,0,0,0,1,0,0,0,4,0.37,0.07,0.44,7.56,0.09,0.0,0.02,0.11,1.89,1.5,1.0,0.0,MID
102,0.0,0.0,0,0.0,0.0,0,Frank,0.3,False,Loaned to FC Augsburg,2024-08-31T06:32:02.183747Z,49,1.0,Onyeka,0.0,4,2,648,0,3081,261,0.1,0.4,Onyeka,23,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.02,0.02,0.69,0.0,0.0,0.08,0.08,2.7,0.0,0.0,0.0,MID
103,0.0,0.0,0,0.0,0.0,0,Myles,0.0,False,Loaned to Swansea City,2024-08-31T06:31:19.312069Z,45,0.0,Peart-Harris,0.0,4,0,913,0,2986,281,0.0,0.0,Peart-Harris,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
104,,,0,1.0,0.0,1,Ethan,1.0,False,,,45,0.8,Pinnock,0.4,4,3,12279,981,18929,1701,0.2,0.7,Pinnock,360,0,0,0,6,1,0,0,1,0,0,0,4,0.23,0.04,0.27,7.56,0.06,0.0,0.01,0.07,1.89,1.5,1.0,0.0,DEF
105,,,0,1.0,0.0,1,Mads,1.0,False,,,45,1.2,Roerslev Rasmussen,0.1,4,5,4432,60,5807,468,0.2,1.1,Roerslev,249,0,0,0,4,0,0,0,0,0,0,0,2,0.01,0.18,0.19,5.61,0.0,0.0,0.07,0.07,2.03,1.45,0.72,0.0,DEF
106,,,0,2.7,1.7,1,Kevin,2.7,False,,,54,2.5,Schade,0.1,4,10,7472,5759,4832,1577,0.5,1.9,Schade,209,0,1,1,1,0,0,0,0,0,0,0,2,0.36,0.03,0.39,3.16,0.16,0.0,0.01,0.17,1.36,0.43,0.86,0.43,MID
107,0.0,0.0,0,0.0,0.0,0,Igor Thiago,0.0,False,Knee injury - Expected back 29 Dec,2024-08-05T15:00:04.331164Z,59,0.0,Nascimento Rodrigues,0.0,4,0,329,52,1881,92,0.0,0.0,Thiago,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD
108,0.0,0.0,0,0.0,0.0,0,Ivan,0.0,False,Transferred to Al-Ahli,2024-08-31T06:41:10.704245Z,73,0.0,Toney,1.8,4,0,43376,0,748003,23768,0.0,0.0,Toney,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD
109,,,0,0.0,-1.0,0,Hákon,0.0,False,,,40,0.0,Valdimarsson,3.9,4,0,74948,3545,78951,7505,0.0,0.0,Valdimarsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GKP
110,0.0,,1,0.0,4.7,7,Yoane,5.7,True,Ankle injury - Expected back 23 Nov,2024-09-14T18:00:06.214510Z,61,7.0,Wissa,6.1,4,28,805169,78042,549249,227248,0.9,4.6,Wissa,290,3,1,0,6,0,0,0,1,0,0,7,4,2.43,0.27,2.70,5.38,0.75,0.0,0.08,0.83,1.67,1.86,1.24,0.0,FWD
111,,,0,0.3,-0.7,1,Yehor,0.3,False,,,45,1.0,Yarmoliuk,2.3,4,1,60149,5363,115550,11199,0.1,0.2,Yarmoliuk,6,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.00,0.04,0.00,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,MID
112,0.0,0.0,0,0.0,0.0,0,Mathias,0.0,False,Joined Anderlecht,2024-08-16T11:51:35.999618Z,45,0.0,Jorgensen,0.0,4,0,0,0,3333,110,0.0,0.0,Zanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
314,,,0,1.0,0.0,1,Fábio,1.0,False,,,48,1.0,Freitas Gouveia Carvalho,0.9,4,4,26042,5473,78824,8137,0.2,0.8,Carvalho,56,0,0,0,2,0,0,0,0,0,0,0,0,0.08,0.01,0.09,2.73,0.13,0.0,0.02,0.15,4.39,3.21,0.0,0.0,MID
338,,,0,0.7,-0.3,1,Sepp,0.7,False,,,40,1.0,van den Berg,1.0,4,2,80996,12355,30445,3804,0.2,0.5,Van den Berg,105,0,0,0,3,0,0,0,0,0,0,0,1,0.00,0.01,0.01,2.70,0.0,0.0,0.01,0.01,2.31,2.57,0.86,0.0,DEF
602,,,0,0.0,-1.0,0,Ryan,0.0,False,,,45,0.0,Trevitt,0.1,4,0,3622,393,2693,363,0.0,0.0,Trevitt,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
634,0.0,0.0,0,0.0,0.0,0,Gustavo,0.0,False,Back injury - Expected back 19 Oct,2024-09-12T15:00:06.996116Z,50,0.0,Nunes Fernandes Gomes,0.0,4,0,214,19,159,65,0.0,0.0,G.Nunes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
649,,,0,1.0,0.0,0,Jayden,0.0,False,,,40,0.0,Meghoma,0.0,4,0,934,282,262,112,0.0,0.0,Meghoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
113,,,0,2.0,2.5,1,Simon,2.0,False,,,55,3.0,Adingra,0.9,5,12,93351,4016,63523,10955,0.4,2.2,Adingra,73,1,1,0,0,0,0,0,0,0,0,0,0,0.29,0.63,0.92,0.45,0.36,0.0,0.78,1.14,0.55,0.0,0.0,0.0,MID
114,0.0,0.0,0,0.0,0.0,0,Benicio,0.0,False,Loaned to Port Vale,2024-08-10T12:17:28.055765Z,45,0.0,Baker-Boaitey,0.0,5,0,0,0,370,18,0.0,0.0,Baker-Boaitey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
115,,,0,2.0,2.5,3,Carlos,2.0,False,,,50,2.0,Baleba,0.1,5,6,3934,1381,2711,408,0.4,1.2,Baleba,197,0,0,1,1,0,0,0,0,0,0,0,2,0.38,0.07,0.45,2.53,0.17,0.0,0.03,0.2,1.16,0.46,0.91,0.46,MID
116,0.0,0.0,0,0.0,0.0,0,Valentín,0.0,False,Loaned to Sevilla,2024-08-23T23:00:06.122778Z,40,0.0,Barco,9.3,5,0,34254,0,1269000,75530,0.0,0.0,Barco,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
118,0.0,0.0,0,0.0,0.0,0,Amario,0.0,False,Loaned to Blackburn Rovers,2024-08-31T06:29:40.845798Z,45,0.0,Cozier-Duberry,0.1,5,0,1560,0,9049,849,0.0,0.0,Cozier-Duberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
119,0.0,0.0,0,0.0,0.0,0,Mahmoud,0.0,False,Transferred to Eintracht Frankfurt,2024-08-31T06:30:37.645175Z,49,0.0,Dahoud,0.0,5,0,380,0,2322,172,0.0,0.0,Dahoud,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
120,,,0,3.3,3.8,6,Lewis,3.3,False,,,46,4.0,Dunk,8.3,5,16,530311,57555,176999,18496,0.7,3.5,Dunk,345,0,0,2,2,0,0,0,0,0,0,0,4,0.16,0.25,0.41,4.31,0.04,0.0,0.07,0.11,1.12,0.52,1.04,0.52,DEF
121,100.0,100.0,0,1.0,1.5,1,Julio,1.0,False,,2024-08-12T14:30:04.495991Z,54,1.0,Enciso,0.1,5,3,5617,705,5465,846,0.2,0.6,Enciso,39,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.12,0.20,0.24,0.18,0.0,0.28,0.46,0.55,0.0,0.0,0.0,MID
122,100.0,100.0,0,0.3,0.8,0,Pervis,0.3,False,,2024-08-15T14:30:05.811816Z,50,1.0,Estupiñán,0.5,5,1,50059,5835,20221,6685,0.1,0.2,Estupiñan,18,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.07,0.11,0.94,0.2,0.0,0.35,0.55,4.7,0.0,0.0,0.0,DEF
123,100.0,100.0,0,0.3,0.8,1,Evan,0.3,False,,2024-08-15T14:30:05.827079Z,55,1.0,Ferguson,0.2,5,1,13866,4609,8155,1710,0.1,0.2,Ferguson,5,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.00,0.06,0.00,1.08,0.0,0.0,1.08,0.0,0.0,0.0,0.0,FWD
124,0.0,0.0,0,0.0,0.0,0,Billy,0.7,False,Transferred to Napoli,2024-08-31T06:42:09.507349Z,50,1.5,Gilmour,0.1,5,3,2640,0,13706,1118,0.1,0.6,Gilmour,97,0,0,0,1,0,0,0,0,0,0,0,1,0.08,0.04,0.12,1.32,0.07,0.0,0.04,0.11,1.22,0.93,0.93,0.0,MID
125,0.0,0.0,0,0.0,0.0,0,Pascal,0.0,False,Permanent transfer to Borussia Dortmund,2024-08-02T13:11:40.837259Z,65,0.0,Groß,0.0,5,0,0,0,7503,197,0.0,0.0,Gross,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
126,,,0,2.0,2.5,2,Jack,2.0,False,,,50,2.2,Hinshelwood,0.1,5,9,4834,389,2979,483,0.4,1.8,Hinshelwood,336,0,0,2,2,0,0,0,1,0,0,0,4,0.20,0.45,0.65,4.17,0.05,0.0,0.12,0.17,1.12,0.54,1.07,0.54,MID
127,0.0,0.0,0,0.0,0.0,0,Ibrahim,0.0,False,Loaned to Feyenoord,2024-08-16T11:54:28.483822Z,50,0.0,Osman,0.0,5,0,0,0,1010,30,0.0,0.0,I.Osman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
128,,,0,0.0,0.5,0,Igor Julio,0.0,False,,,44,0.0,dos Santos de Paulo,0.1,5,0,2042,206,5035,512,0.0,0.0,Igor,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
129,75.0,,0,4.0,5.8,0,João Pedro,5.3,False,Knock - 75% chance of playing,2024-09-14T19:30:06.364013Z,57,6.0,Junqueira de Jesus,30.2,5,18,2024965,54976,776699,332807,0.9,3.2,João Pedro,261,2,0,1,2,0,0,0,1,0,0,5,3,0.88,0.26,1.14,3.96,0.3,0.0,0.09,0.39,1.37,0.69,1.03,0.34,FWD
130,0.0,0.0,0,0.0,0.0,0,Kacper,0.0,False,Permanent transfer to Gaziantep FK,2024-07-22T09:03:00.342050Z,45,0.0,Kozłowski,0.0,5,0,0,0,78,9,0.0,0.0,Kozlowski,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
131,100.0,100.0,0,0.0,0.5,0,Tariq,0.0,False,,2024-08-15T14:30:05.840809Z,45,0.0,Lamptey,0.2,5,0,4217,767,10878,1111,0.0,0.0,Lamptey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
132,0.0,0.0,0,0.0,0.0,0,Solly,0.0,False,Lack of match fitness - Unknown return date,2024-07-17T13:30:04.993410Z,65,0.0,March,0.0,5,0,317,65,506,64,0.0,0.0,March,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
133,0.0,0.0,0,0.0,0.0,0,Adrian,0.0,False,Has joined Vitesse Arnhem on loan for the rest of the season,2024-08-29T11:08:43.963582Z,45,0.0,Mazilu,0.0,5,0,720,0,2726,221,0.0,0.0,Mazilu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
134,0.0,0.0,0,0.0,0.0,0,James,1.0,False,Hamstring injury - Expected back 28 Sep,2024-08-31T21:00:04.655035Z,50,1.7,Milner,0.1,5,5,4289,22,6802,1015,0.2,1.0,Milner,169,0,0,1,1,0,0,0,1,0,0,0,3,0.16,0.15,0.31,1.98,0.09,0.0,0.08,0.17,1.05,0.53,1.6,0.53,MID
135,100.0,100.0,0,2.7,3.2,2,Yankuba,2.7,False,,2024-08-17T20:00:05.767439Z,55,3.0,Minteh,2.5,5,12,235389,9680,113491,15342,0.5,2.2,Minteh,272,0,2,1,2,0,0,0,2,0,0,0,4,0.48,1.10,1.58,2.91,0.16,0.0,0.36,0.52,0.96,0.66,1.32,0.33,MID
136,,,0,3.7,4.2,3,Mitoma,3.7,False,,,67,4.8,Kaoru,10.5,5,19,1030612,56398,341702,57629,0.6,2.8,Mitoma,351,1,1,2,2,0,0,0,0,0,0,1,4,1.66,0.78,2.44,4.20,0.43,0.0,0.2,0.63,1.08,0.51,1.03,0.51,MID
137,,,0,0.0,0.5,0,Jakub,0.0,False,,,45,0.0,Moder,0.3,5,0,7388,942,15055,1703,0.0,0.0,Moder,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
138,0.0,0.0,0,0.0,0.0,0,Mark,0.0,False,Season long to Portsmouth,2024-08-30T10:16:16.061223Z,45,0.0,O’Mahony,0.5,5,0,31158,0,45307,4031,0.0,0.0,O’Mahony,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD
139,0.0,0.0,0,0.0,0.0,0,Odeluga,0.0,False,Loaned to Blackpool,2024-08-31T06:26:46.238644Z,40,0.0,Offiah,0.1,5,0,2639,0,8493,844,0.0,0.0,Offiah,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF
140,,,0,0.0,0.5,0,Cameron,0.0,False,,,45,0.0,Peupion,0.1,5,0,2948,357,2714,390,0.0,0.0,Peupion,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
141,0.0,0.0,0,0.0,0.0,0,Jeremy,0.0,False,Loaned to Burnley,2024-08-31T06:27:42.007071Z,49,1.0,Sarmiento Morante,0.0,5,1,354,0,2300,173,0.0,0.2,Sarmiento,8,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MID
142,,,0,0.7,1.2,0,Jason,0.7,False,,,45,4.5,Steele,2.3,5,9,278301,2440,166783,42248,0.2,2.0,Steele,180,0,0,1,1,0,0,0,0,0,3,1,2,0.00,0.00,0.00,1.88,0.0,1.5,0.0,0.0,0.94,0.5,1.0,0.5,GKP
143,0.0,0.0,0,0.0,0.0,0,Deniz,0.0,False,Transferred to Stuttgart,2024-08-10T12:18:55.962223Z,55,0.0,Undav,0.0,5,0,0,0,1296,42,0.0,0.0,Undav,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWD
144,,,0,3.0,3.5,6,Jan Paul,3.0,False,,,45,3.8,van Hecke,0.8,5,15,61784,10585,21267,3690,0.7,3.3,Van Hecke,360,0,0,2,2,0,0,0,1,0,0,0,4,0.05,0.08,0.13,4.31,0.01,0.0,0.02,0.03,1.08,0.5,1.0,0.5,DEF
145,100.0,100.0,1,3.7,4.2,7,Joël,3.7,False,,2024-08-31T21:00:04.664470Z,45,4.8,Veltman,3.4,5,19,335985,69965,119381,9526,0.8,4.2,Veltman,341,0,0,2,2,0,0,0,1,0,0,4,4,0.05,0.48,0.53,3.36,0.01,0.0,0.13,0.14,0.89,0.53,1.06,0.53,DEF
146,100.0,100.0,0,3.0,3.5,5,Bart,3.0,False,,2024-08-12T14:30:04.523944Z,45,4.5,Verbruggen,2.1,5,9,203349,24846,52234,5503,0.7,2.0,Verbruggen,180,0,0,1,1,0,0,0,1,0,7,0,2,0.00,0.00,0.00,2.43,0.0,3.5,0.0,0.0,1.22,0.5,1.0,0.5,GKP
